    Lab Spc Bat Conc 
  1  L1  S1  B1 0.29
  2  L1  S1  B1 0.33
  3  L1  S1  B2 0.33
  4  L1  S1  B2 0.32
  5  L1  S1  B3 0.34
  6  L1  S1  B3 0.31
  7  L1  S2  B1 0.13
  8  L1  S2  B1 0.14
  9  L1  S2  B2 0.16
 10  L1  S2  B2 0.11
 11  L1  S2  B3 0.14
 12  L1  S2  B3 0.13
 13  L1  S3  B1 0.68
 14  L1  S3  B1 0.71
 15  L1  S3  B2 0.86
 16  L1  S3  B2 0.76
 17  L1  S3  B3 0.72
 18  L1  S3  B3 0.73
 19  L1  S4  B1 0.50
 20  L1  S4  B1 0.47
 21  L1  S4  B2 0.64
 22  L1  S4  B2 0.53
 23  L1  S4  B3 0.49
 24  L1  S4  B3 0.50
 25  L1  S5  B1 6.60
 26  L1  S5  B1 7.08
 27  L1  S5  B2 7.56
 28  L1  S5  B2 7.14
 29  L1  S5  B3 7.19
 30  L1  S5  B3 6.64
 31  L1  S6  B1 1.36
 32  L1  S6  B1 1.34
 33  L1  S6  B2 1.51
 34  L1  S6  B2 1.44
 35  L1  S6  B3 1.52
 36  L1  S6  B3 1.30
 37  L1  S7  B1 1.06
 38  L1  S7  B1 0.88
 39  L1  S7  B2 1.01
 40  L1  S7  B2 1.09
 41  L1  S7  B3 0.87
 42  L1  S7  B3 1.02
 43  L2  S1  B1 0.40
 44  L2  S1  B1 0.40
 45  L2  S1  B2 0.43
 46  L2  S1  B2 0.36
 47  L2  S1  B3 0.42
 48  L2  S1  B3 0.40
 49  L2  S2  B1 0.22
 50  L2  S2  B1 0.22
 51  L2  S2  B2 0.24
 52  L2  S2  B2 0.19
 53  L2  S2  B3 0.21
 54  L2  S2  B3 0.22
 55  L2  S3  B1 1.03
 56  L2  S3  B1 1.05
 57  L2  S3  B2 1.05
 58  L2  S3  B2 1.16
 59  L2  S3  B3 0.97
 60  L2  S3  B3 1.12
 61  L2  S4  B1 0.81
 62  L2  S4  B1 0.57
 63  L2  S4  B2 0.67
 64  L2  S4  B2 0.60
 65  L2  S4  B3 0.66
 66  L2  S4  B3 0.80
 67  L2  S5  B1 8.40
 68  L2  S5  B1 8.60
 69  L2  S5  B2 7.54
 70  L2  S5  B2 8.50
 71  L2  S5  B3 8.74
 72  L2  S5  B3 8.22
 73  L2  S6  B1 2.12
 74  L2  S6  B1 2.44
 75  L2  S6  B2 1.49
 76  L2  S6  B2 1.70
 77  L2  S6  B3 1.73
 78  L2  S6  B3 1.64
 79  L2  S7  B1 1.50
 80  L2  S7  B1 1.07
 81  L2  S7  B2 1.23
 82  L2  S7  B2 0.93
 83  L2  S7  B3 1.32
 84  L2  S7  B3 1.25
 85  L3  S1  B1 0.40
 86  L3  S1  B1 0.35
 87  L3  S1  B2 0.38
 88  L3  S1  B2 0.32
 89  L3  S1  B3 0.38
 90  L3  S1  B3 0.33
 91  L3  S2  B1 0.25
 92  L3  S2  B1 0.20
 93  L3  S2  B2 0.16
 94  L3  S2  B2 0.16
 95  L3  S2  B3 0.25
 96  L3  S2  B3 0.18
 97  L3  S3  B1 0.83
 98  L3  S3  B1 0.66
 99  L3  S3  B2 0.89
100  L3  S3  B2 0.92
101  L3  S3  B3 0.75
102  L3  S3  B3 0.75
103  L3  S4  B1 0.50
104  L3  S4  B1 0.50
105  L3  S4  B2 0.58
106  L3  S4  B2 0.67
107  L3  S4  B3 0.50
108  L3  S4  B3 0.50
109  L3  S5  B1 6.90
110  L3  S5  B1 6.70
111  L3  S5  B2 7.10
112  L3  S5  B2 7.10
113  L3  S5  B3 6.30
114  L3  S5  B3 6.70
115  L3  S6  B1 1.50
116  L3  S6  B1 1.50
117  L3  S6  B2 1.50
118  L3  S6  B2 1.60
119  L3  S6  B3 1.30
120  L3  S6  B3 1.50
121  L3  S7  B1 1.00
122  L3  S7  B1 1.00
123  L3  S7  B2 1.10
124  L3  S7  B2 1.10
125  L3  S7  B3 0.75
126  L3  S7  B3 0.90
127  L4  S1  B1 0.90
128  L4  S1  B1 1.30
129  L4  S1  B2 0.90
130  L4  S1  B2 1.10
131  L4  S1  B3 0.90
132  L4  S1  B3 0.90
133  L4  S2  B1 1.70
134  L4  S2  B1 1.30
135  L4  S2  B2 1.50
136  L4  S2  B2 1.50
137  L4  S2  B3 0.60
138  L4  S2  B3 0.40
139  L4  S3  B1 1.30
140  L4  S3  B1 1.70
141  L4  S3  B2 1.50
142  L4  S3  B2 1.50
143  L4  S3  B3 2.10
144  L4  S3  B3 1.90
145  L4  S4  B1 1.30
146  L4  S4  B1 1.30
147  L4  S4  B2 1.30
148  L4  S4  B2 1.10
149  L4  S4  B3 0.20
150  L4  S4  B3 0.20
151  L4  S5  B1 7.60
152  L4  S5  B1 7.80
153  L4  S5  B2 7.90
154  L4  S5  B2 7.50
155  L4  S5  B3 7.80
156  L4  S5  B3 7.40
157  L4  S6  B1 2.40
158  L4  S6  B1 2.60
159  L4  S6  B2 2.20
160  L4  S6  B2 2.80
161  L4  S6  B3 2.20
162  L4  S6  B3 1.70
163  L4  S7  B1 1.50
164  L4  S7  B1 1.90
165  L4  S7  B2 2.40
166  L4  S7  B2 1.90
167  L4  S7  B3 1.70
168  L4  S7  B3 2.00
169  L5  S1  B1 0.44
170  L5  S1  B1 0.44
171  L5  S1  B2 0.45
172  L5  S1  B2 0.45
173  L5  S1  B3 0.42
174  L5  S1  B3 0.46
175  L5  S2  B1 0.23
176  L5  S2  B1 0.24
177  L5  S2  B2 0.22
178  L5  S2  B2 0.23
179  L5  S2  B3 0.24
180  L5  S2  B3 0.18
181  L5  S3  B1 1.10
182  L5  S3  B1 1.00
183  L5  S3  B2 1.10
184  L5  S3  B2 1.20
185  L5  S3  B3 1.20
186  L5  S3  B3 1.10
187  L5  S4  B1 0.48
188  L5  S4  B1 0.47
189  L5  S4  B2 0.57
190  L5  S4  B2 0.56
191  L5  S4  B3 0.55
192  L5  S4  B3 0.55
193  L5  S5  B1 8.00
194  L5  S5  B1 7.80
195  L5  S5  B2 8.00
196  L5  S5  B2 7.90
197  L5  S5  B3 8.30
198  L5  S5  B3 8.30
199  L5  S6  B1 1.90
200  L5  S6  B1 1.90
201  L5  S6  B2 1.90
202  L5  S6  B2 1.90
203  L5  S6  B3 1.80
204  L5  S6  B3 1.90
205  L5  S7  B1 1.30
206  L5  S7  B1 1.40
207  L5  S7  B2 1.30
208  L5  S7  B2 1.30
209  L5  S7  B3 1.20
210  L5  S7  B3 1.20
211  L6  S1  B1 0.38
212  L6  S1  B1 0.39
213  L6  S1  B2 0.40
214  L6  S1  B2 0.46
215  L6  S1  B3 0.72
216  L6  S1  B3 0.79
217  L6  S2  B1 0.24
218  L6  S2  B1 0.20
219  L6  S2  B2 0.15
220  L6  S2  B2 0.16
221  L6  S2  B3 0.35
222  L6  S2  B3 0.42
223  L6  S3  B1 1.03
224  L6  S3  B1 0.88
225  L6  S3  B2 1.06
226  L6  S3  B2 1.16
227  L6  S3  B3 1.10
228  L6  S3  B3 1.20
229  L6  S4  B1 0.31
230  L6  S4  B1 0.31
231  L6  S4  B2 0.69
232  L6  S4  B2 0.73
233  L6  S4  B3 1.10
234  L6  S4  B3 0.90
235  L6  S5  B1 7.70
236  L6  S5  B1 6.90
237  L6  S5  B2 9.40
238  L6  S5  B2 9.90
239  L6  S5  B3 9.20
240  L6  S5  B3 9.00
241  L6  S6  B1 1.70
242  L6  S6  B1 1.80
243  L6  S6  B2 2.00
244  L6  S6  B2 2.10
245  L6  S6  B3 1.50
246  L6  S6  B3 1.50
247  L6  S7  B1 1.50
248  L6  S7  B1 1.50
249  L6  S7  B2 1.30
250  L6  S7  B2 1.40
251  L6  S7  B3 1.50
252  L6  S7  B3 1.80
