 13067.3     1971 Jun
 13130.5     1971 Sep
 13198.4     1971 Dec
 13254.2     1972 Mar
 13303.7     1972 Jun
 13353.9     1972 Sep
 13409.3     1972 Dec
 13459.2     1973 Mar
 13504.5     1973 Jun
 13552.6     1973 Sep
 13614.3     1973 Dec
 13669.5     1974 Mar
 13722.6     1974 Jun
 13772.1     1974 Sep
   13832     1974 Dec
 13862.6     1975 Mar
   13893     1975 Jun
 13926.8     1975 Sep
 13968.9     1975 Dec
 14004.7     1976 Mar
 14033.1     1976 Jun
   14066     1976 Sep
 14110.1     1976 Dec
 14155.6     1977 Mar
 14192.2     1977 Jun
 14231.7     1977 Sep
 14281.5     1977 Dec
 14330.3     1978 Mar
 14359.3     1978 Jun
 14396.6     1978 Sep
 14430.8     1978 Dec
 14478.4     1979 Mar
 14515.7     1979 Jun
 14554.9     1979 Sep
 14602.5     1979 Dec
 14646.4     1980 Mar
 14695.4     1980 Jun
 14746.6     1980 Sep
 14807.4     1980 Dec
 14874.4     1981 Mar
 14923.3     1981 Jun
 14988.7     1981 Sep
 15054.1     1981 Dec
 15121.7     1982 Mar
 15184.2     1982 Jun
 15239.3     1982 Sep
 15288.9     1982 Dec
 15346.2     1983 Mar
 15393.5     1983 Jun
   15439     1983 Sep
 15483.5     1983 Dec
 15531.5     1984 Mar
 15579.4     1984 Jun
 15628.5     1984 Sep
 15677.3     1984 Dec
 15736.7     1985 Mar
 15788.3     1985 Jun
 15839.7     1985 Sep
 15900.6     1985 Dec
 15961.5     1986 Mar
 16018.3     1986 Jun
 16076.9     1986 Sep
   16139     1986 Dec
   16203     1987 Mar
 16263.3     1987 Jun
 16327.9     1987 Sep
 16398.9     1987 Dec
 16478.3     1988 Mar
 16538.2     1988 Jun
 16621.6     1988 Sep
   16697     1988 Dec
 16777.2     1989 Mar
 16833.1     1989 Jun
 16891.6     1989 Sep
 16956.8     1989 Dec
 17026.3     1990 Mar
 17085.4     1990 Jun
 17106.9     1990 Sep
 17169.4     1990 Dec
 17239.4     1991 Mar
   17292     1991 Jun
 17354.2     1991 Sep
 17414.2     1991 Dec
 17447.3     1992 Mar
 17482.6     1992 Jun
   17526     1992 Sep
 17568.7     1992 Dec
 17627.1     1993 Mar
 17661.5     1993 Jun
