4.51 4.98 5.41 5.90 6.15
4.24 4.20 4.68 4.92 4.96
3.98 4.36 4.79 4.99 5.03
4.36 4.77 5.10 5.30 5.36
4.34 4.95 5.42 5.97 6.28
4.59 5.08 5.36 5.76 6.00
4.41 4.56 4.95 5.23 5.33
4.24 4.64 4.95 5.38 5.48
4.82 5.17 5.76 6.12 6.24
3.84 4.17 4.67 4.67 4.80
4.07 4.31 4.90 5.10 5.10
4.28 4.80 5.27 5.55 5.65
4.47 4.89 5.23 5.55 5.74
4.46 4.84 5.11 5.34 5.46
4.60 4.08 4.17 4.35 4.59
3.73 4.15 4.61 4.87 4.93
4.67 4.88 5.18 5.34 5.49
2.96 3.47 3.76 3.89 4.30
3.24 3.93 4.76 4.62 4.64
4.36 4.77 5.02 5.26 5.45
4.04 4.64 4.86 5.09 5.25
3.53 4.25 4.68 4.97 5.18
4.22 4.69 5.07 5.37 5.58
2.79 3.10 3.30 3.38 3.55
3.30 3.90 4.34 4.96 5.40
3.34 3.81 4.21 4.54 4.86
3.76 4.36 4.70 5.44 5.32

4.49 4.76 5.15 5.37 5.56
4.88 5.14 5.52 6.08 6.17
4.88 5.32 5.63 5.75 5.94
3.80 4.16 4.45 4.89 5.05
4.46 4.62 5.00 5.40 5.49
4.29 4.82 5.32 5.46 5.50
4.06 4.58 4.81 5.12 5.27
5.16 5.43 5.71 6.08 6.21
3.81 4.12 4.42 4.62 4.60
5.09 5.62 5.90 6.36 6.49
4.13 4.71 5.27 5.56 5.72
4.85 5.36 5.52 5.96 6.13
4.11 4.62 4.95 5.28 5.43
4.95 5.39 5.82 6.42 6.48
4.36 4.65 5.04 5.38 5.47
4.05 4.65 5.09 5.44 5.60
3.76 4.27 4.59 5.10 5.25
2.84 3.25 3.69 4.16 4.21
4.33 4.80 5.09 5.42 5.61
3.99 4.55 4.91 5.26 5.30
3.50 3.75 3.97 4.71 4.85
3.31 3.45 4.16 4.48 4.54
3.03 3.55 3.97 4.40 4.58
3.27 3.83 4.44 4.80 4.89
3.56 4.18 4.70 5.27 5.28
3.39 3.73 3.92 4.11 4.15
3.72 4.16 4.55 5.03 5.02

4.53 5.05 5.18 5.41 5.42
4.97 5.32 5.83 6.29 6.45
4.37 4.81 5.03 5.19 5.40
4.58 4.99 5.37 5.68 5.93
4.00 4.50 4.92 5.44 5.87
4.73 5.05 5.33 5.92 6.01
5.15 5.63 6.11 6.39 6.61
4.10 4.46 4.84 5.29 5.48
3.22 3.85 4.47 4.85 5.11
2.23 2.89 3.16 3.40 3.52
3.65 4.36 4.76 5.18 5.44
3.40 3.92 4.50 4.97 5.14

5.16 5.49 5.74 6.05 6.21
4.04 4.52 5.15 5.59 5.87
4.52 4.91 5.04 5.71 5.97
4.56 5.12 5.40 5.69 5.89
4.90 5.35 5.71 6.12 6.25
4.83 5.10 5.43 5.59 6.04
5.46 5.79 6.12 6.41 6.63
4.17 4.67 5.16 5.56 5.75
3.35 4.05 4.51 5.22 5.44
3.33 3.82 4.38 4.99 5.17
3.41 3.68 4.03 4.28 4.54
4.50 4.80 5.28 5.83 6.16
2.99 3.61 4.48 4.91 5.06
