      Price    Floor    Block Rooms       Age   Cent.Heat
01    52.00    111.0      830     5       6.2      no
02    54.75    128.0      710     5       7.5      no
03    57.50    101.0     1000     5       4.2      no
04    57.50    131.0      690     6       8.8      no
05    59.75     93.0      900     5       1.9     yes
06    62.50    112.0      640     6       5.2      no
07    64.75    137.6      700     6       6.6     yes
08    67.25    148.5      740     6       2.3      no
09    67.50    113.5      660     6       6.1      no
10    69.75    152.0      645     7       9.2      no
11    70.00    121.5      730     5       4.3     yes
12    75.50    141.0      730     7       4.3      no
13    77.50    124.0      670     6       1.0     yes
14    77.50    153.5      795     7       7.0     yes
15    81.25    149.0      900     6       3.6     yes
16    82.50    135.0      810     6       1.7     yes
17    86.25    162.0      930     6       1.2     yes
18    87.50    145.0      825     6       0.0     yes
19    88.00    172.0      950     7       2.3     yes
20    92.00    170.5      870     7       0.7     yes
