6.16 6.18 6.48 6.65 6.87 6.95 6.99 7.04
5.20 5.22 5.39 5.65 5.71 5.78 5.82 5.85
5.87 5.88 6.04 6.34 6.49 6.58 6.65 6.61
5.53 5.56 5.68 5.93 6.21 6.26 6.20 6.19
6.50 6.50 6.79 6.83 7.10 7.17 7.21 7.16
6.33 6.34 6.39 6.78 6.91 6.99 7.01 7.05
6.13 6.14 6.36 6.57 6.78 6.82 6.81 6.86
5.61 5.63 5.82 6.18 6.42 6.48 6.47 6.46
6.48 6.50 6.77 7.14 7.26 7.30 6.91 7.28
4.94 4.94 5.05 5.33 5.53 5.56 5.57 5.60
5.26 5.26 5.38 5.66 5.81 5.84 5.93 5.89
5.76 5.77 5.98 6.18 6.39 6.43 6.44 6.41
5.99 6.01 6.08 6.39 6.45 6.57 6.57 6.58
5.47 5.49 5.70 5.93 6.06 6.15 6.12 6.12
4.65 4.69 5.01 5.21 5.38 5.58 5.46 5.50
5.24 5.25 5.25 5.45 5.65 5.65 5.76 5.83
6.44 6.44 6.61 6.74 7.06 7.11 7.04 7.11
4.15 4.15 4.41 4.72 4.76 4.93 4.98 5.07
4.63 4.64 4.77 5.08 5.27 5.30 5.43 5.20
5.44 5.44 5.49 5.73 5.77 6.01 5.96 5.96
5.25 5.27 5.50 5.65 5.69 5.97 5.97 5.89
5.64 5.64 5.53 5.74 5.78 5.94 6.18 5.99
5.76 5.80 6.11 6.37 6.35 6.58 6.55 6.55
3.61 3.65 3.93 4.18 4.13 4.36 4.43 4.39
5.46 5.49 5.77 6.03 6.07 6.20 6.26 6.28
4.93 4.96 5.15 5.48 5.49 5.70 5.74 5.74
5.65 5.67 5.63 6.04 6.02 6.05 6.03 5.91
5.73 5.73 5.80 5.97 6.10 6.16 6.22 6.13
6.32 6.33 6.37 6.68 6.83 6.94 6.93 6.95
6.09 6.09 6.14 6.51 6.61 6.68 6.64 6.74
5.06 5.06 5.13 5.32 5.46 5.46 5.42 5.49
5.68 5.72 5.95 6.13 6.32 6.33 6.33 6.30
5.54 5.54 5.54 5.60 5.57 5.55 5.55 5.55
5.48 5.51 5.58 5.93 6.36 6.17 6.07 6.13
6.37 6.38 6.41 6.64 6.82 6.89 7.11 7.14
4.74 4.76 4.94 5.10 5.21 5.23 5.22 5.23
6.72 6.72 6.74 6.87 6.87 6.87 6.83 6.97
6.06 6.06 6.21 6.44 6.66 6.71 6.65 6.64
6.22 6.24 6.41 6.58 6.78 6.83 6.82 6.80
5.80 5.80 5.87 6.20 6.44 6.44 6.40 6.44
6.61 6.61 6.66 6.73 6.83 6.90 6.83 6.63
5.48 5.48 5.47 5.84 5.97 5.93 5.95 6.01
5.79 5.80 6.07 6.14 6.30 6.32 6.34 6.42
5.41 5.44 5.48 5.93 5.97 6.08 6.29 6.24
4.30 4.30 4.45 4.59 4.74 4.84 4.64 4.64
5.85 5.88 6.01 6.22 6.45 6.55 6.55 6.55
5.69 5.69 5.90 5.89 5.98 6.05 6.25 6.25
5.01 5.02 5.27 5.45 5.59 5.67 5.83 5.86
4.72 4.74 4.93 5.07 5.26 5.26 5.35 5.35
4.47 4.47 4.66 4.80 5.10 5.08 5.12 5.12
5.08 5.09 5.34 5.63 5.81 5.93 5.94 5.94
5.50 5.50 5.77 5.98 6.05 6.19 6.14 6.14
4.49 4.52 4.82 5.18 5.26 5.32 5.28 5.28
5.16 5.16 5.28 5.52 5.70 5.70 5.67 5.67
5.71 5.71 5.96 6.17 6.34 6.44 6.46 6.43
6.61 6.61 6.79 7.13 7.24 7.32 7.29 7.35
5.57 5.59 5.82 6.03 6.17 6.32 6.25 6.29
6.14 6.17 6.43 6.56 6.69 6.81 6.82 6.76
6.02 6.04 6.11 6.47 6.61 6.66 6.70 6.65
6.26 6.26 6.36 6.49 6.63 6.92 6.92 6.92
6.82 6.82 6.95 7.11 7.44 7.53 7.46 7.56
5.68 5.68 5.85 5.99 6.08 6.25 6.15 6.18
5.28 5.28 5.45 5.74 5.95 6.05 6.07 6.02
3.89 3.93 4.22 4.51 4.65 4.70 4.73 4.68
5.70 5.70 5.89 6.09 6.39 6.57 6.36 6.44
5.34 5.35 5.61 5.83 6.03 6.09 5.98 5.95
6.37 6.37 6.52 6.65 6.86 6.87 6.88 6.84
5.96 5.96 6.17 6.37 6.53 6.60 6.52 6.59
6.11 6.12 6.24 6.44 6.54 6.65 6.63 6.64
6.16 6.17 6.13 6.44 6.72 6.81 6.87 6.80
6.39 6.39 6.52 6.86 7.05 7.09 6.90 6.88
6.21 6.21 6.46 6.45 6.59 6.70 6.63 6.66
6.73 6.73 6.77 6.68 6.75 6.75 6.62 6.60
6.00 6.02 6.14 6.28 6.55 6.66 6.63 6.63
5.79 5.82 6.05 6.29 6.22 6.39 6.47 6.42
5.40 5.40 5.73 5.85 5.75 5.99 6.10 6.15
4.52 4.57 5.01 5.13 5.11 5.30 5.46 5.35
6.33 6.34 6.56 6.63 6.75 6.89 6.96 6.94
5.23 5.25 5.56 5.95 5.98 6.21 6.28 6.34
